School_ID,Name_of_School,Elementary_Middle_High_School,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,Family_Involvement_Score,Parent_Engagement_Score,Average_Student_Attence,Rate_of_Misconducts,Average_Teacher_Attence,Students_Taking_Algebra,Students_Passing_Algebra,X9_Grade_Explore_2009,X9_Grade_Explore_2010,X10_Grade_Plan_2009,X10_Grade_Plan_2010,X11_Grade_Average_ACT_2011,Net_Change_EXPLORE_PLAN,Net_Change_PLAN_ACT,College_Eligibility,Graduation_Rate,College_Enrollment_Rate,College_Enrollment,Freshman_on_Track_Rate,Probation
610217,James Ward Elementary School,ES,Not on Probation,Level 1,65,48,97.8,1.3,96.9,43.6,50,,,,,,,,,,,492,,0
610068,Hanson Park Elementary School,ES,Not on Probation,Level 2,,50,95,24.4,94.9,14,88.2,,,,,,,,,,,1499,,0
610357,Spry Community Links High School,HS,Not on Probation,Level 2,,56,95.6,9.7,95.7,,,14.3,14.6,15.5,15.9,16.9,1.6,1.4,35,73.7,65.2,205,92.8,0
609751,Dr  Martin Luther King  Jr  College Prep High School,HS,Not on Probation,Level 1,,56,92.9,4.4,96.3,,,17.4,17.7,17.7,18.1,20.5,0.7,2.8,31.9,75.4,85.1,915,91.1,0
610363,Walt Disney Magnet Elementary School,ES,Not on Probation,Level 1,,,96.4,7.7,96.4,20,74.1,,,,,,,,,,,1651,,0
610156,Louis Armstrong Math & Science Elementary School,ES,Probation,Level 3,,59,92.6,83.4,97.9,,,,,,,,,,,,,93,,1
610246,Edward Beasley Elementary Magnet Academic Center,ES,Not on Probation,Level 1,,42,95,10.3,94.7,38.6,76.8,,,,,,,,,,,1365,,0
610544,Mariano Azuela Elementary School,ES,Not on Probation,Not Enough Data,96,47,95.5,19.7,0,,,,,,,,,,,,,873,,0
609678,William Jones College Preparatory High School,HS,Not on Probation,Level 1,,,93.8,4.5,95.3,,,19.6,20.3,21.3,21.1,24.8,1.5,3.5,83.3,90.1,86.9,871,92.8,0
610045,Robert H Lawrence Elementary School,ES,Probation,Level 3,29,,90.7,14,95.3,,,,,,,,,,,,,371,,1
609845,George Washington Carver Primary School,ES,Probation,Level 3,,52,90.9,15.6,94.7,,,,,,,,,,,,,546,,1
609916,Enrico Fermi Elementary School,ES,Probation,Level 3,42,,89.9,101.2,95.4,,,,,,,,,,,,,238,,1
610290,Benjamin E Mays Elementary Academy,ES,Not on Probation,Level 2,23,,95.5,0.3,96.6,,,,,,,,,,,,,301,,0
610032,Wendell E Green Elementary School,ES,Not on Probation,Level 1,,53,93.9,20.1,95.7,,,,,,,,,,,,,254,,0
610097,William P Nixon Elementary School,ES,Not on Probation,Level 2,,46,95.6,3.5,95.8,,,,,,,,,,,,,1061,,0
609839,Carroll-Rosenwald Specialty Elementary School,ES,Not on Probation,Level 2,,48,94.8,27.8,95.6,10.3,,,,,,,,,,,,537,,0
609775,John P Altgeld Elementary School,ES,Probation,Level 3,37,46,91.9,32.9,95.5,,,,,,,,,,,,,527,,1
610334,Al Raby High School,HS,Probation,Level 3,,,80.3,14,95.1,,,12.8,13,14.1,14,15.2,1.2,1.1,13.5,72.2,64.2,551,74.3,1
609975,John Hay Elementary Community Academy,ES,Probation,Level 2,,52,92.9,30.8,97.1,10.5,,,,,,,,,,,,554,,1
609918,Eugene Field Elementary School,ES,Not on Probation,Level 2,33,44,96.8,10,96.7,45.6,20,,,,,,,,,,,375,,0
610201,Ole A Thorp Elementary Scholastic Academy,ES,Not on Probation,Level 1,61,50,96.4,25.8,95.8,33.7,100,,,,,,,,,,,834,,0
609873,Crown Community Academy of Fine Arts Center Elementary School,ES,Probation,Level 2,39,49,92.5,100.5,96.7,13.3,,,,,,,,,,,,298,,1
610520,LaSalle II Magnet Elementary School,ES,Not on Probation,Level 1,81,55,95.1,5.6,94.8,,,,,,,,,,,,,609,,0
609762,Percy L Julian High School,HS,Probation,Level 3,50,,74.6,33.4,94.2,,,13.1,12.8,14.2,13.9,14.8,0.8,0.6,8.3,60.3,54.9,1226,65.3,1
610173,Jesse Sherwood Elementary School,ES,Probation,Level 2,,51,92,3.9,95.5,43.1,71.4,,,,,,,,,,,355,,1
610015,Joseph Jungman Elementary School,ES,Probation,Level 2,34,48,96.4,5.3,96.3,,,,,,,,,,,,,286,,1
610150,Betsy Ross Elementary School,ES,Probation,Level 3,,37,88.9,64.1,93.9,,,,,,,,,,,,,350,,1
610005,Charles Evans Hughes Elementary School,ES,Probation,Level 3,,,94.4,0,94.7,,,,,,,,,,,,,315,,1
610202,George W Tilton Elementary School,ES,Probation,Level 3,25,51,91.4,65.5,95.1,,,,,,,,,,,,,321,,1
610163,Frederick Stock Elementary School,ES,,,99,69,72.4,0,95.7,,,,,,,,,,,,,260,,0
610072,Garrett A Morgan Elementary School,ES,Probation,Level 3,38,47,92,10,94.8,,,,,,,,,,,,,237,,1
610024,Lazaro Cardenas Elementary School,ES,Not on Probation,Level 1,58,52,96.3,3.2,98.5,,,,,,,,,,,,,654,,0
610135,Portage Park Elementary School,ES,Not on Probation,Level 2,,48,94.2,3.7,95.9,22,66.7,,,,,,,,,,,1139,,0
610098,Alfred Nobel Elementary School,ES,Not on Probation,Level 2,34,48,94.6,24.8,95.2,23.4,44.4,,,,,,,,,,,801,,0
609888,Mary Mapes Dodge Elementary Renaissance Academy,ES,Not on Probation,Level 2,61,56,94.4,12.7,97.1,43.1,19,,,,,,,,,,,434,,0
609987,Thomas A Hendricks Elementary Community Academy,ES,Probation,Level 3,,51,91.2,61.8,95.6,,,,,,,,,,,,,307,,1
610029,Rodolfo Lozano Bilingual & International Center Elementary School,ES,Not on Probation,Level 2,,45,94.8,0.9,96.2,,,,,,,,,,,,,319,,0
610012,Edward Jenner Elementary Academy of the Arts,ES,Probation,Level 3,34,49,88.9,16,94.8,45.8,31.8,,,,,,,,,,,314,,1
610250,Rueben Salazar Elementary Bilingual Center,ES,Not on Probation,Level 2,,52,95.1,44.6,95.8,,,,,,,,,,,,,444,,0
610081,Mark Sheridan Elementary Math & Science Academy,ES,Not on Probation,Level 1,59,55,96.8,1.3,97,50,65.6,,,,,,,,,,,535,,0
610023,William H King Elementary School,ES,Probation,Level 3,,,92.4,17.7,95.1,40.6,7.7,,,,,,,,,,,264,,1
610161,Arna Wendell Bontemps Elementary School,ES,Probation,Level 3,,53,94.2,31.2,95.8,,,,,,,,,,,,,345,,1
609807,Lionel Hampton Fine & Performing Arts Elementary School,ES,Probation,Level 2,,46,95,94.9,96.6,,,,,,,,,,,,,658,,1
610541,Federico Garcia Lorca Elementary School,ES,Not on Probation,Not Enough Data,58,51,96.8,43.8,0,39.4,42.3,,,,,,,,,,,860,,0
609947,Alexander Graham Elementary School,ES,Not on Probation,Level 2,30,48,92.5,27.4,95,45.3,31.8,,,,,,,,,,,476,,0
609996,Charles N Holden Elementary School,ES,Not on Probation,Level 2,44,54,94.9,4.7,96,,,,,,,,,,,,,600,,0
610245,Frederick A Douglass Academy High School,HS,Probation,Level 3,,50,79.2,28,94.7,,,13,12.3,13.8,13.5,14.8,0.5,1,5.1,52.8,39.5,354,77.1,1
610075,Moses Montefiore Special Elementary School,ES,Not Applicable,Level 3,,46,80.4,251.6,93.5,,,,,,,,,,,,,21,,0
610218,Joseph Warren Elementary School,ES,Not on Probation,Level 2,55,46,95,21.6,95.3,,,,,,,,,,,,,328,,0
609769,Ray Graham Training Center High School,HS,Not Applicable,Not Enough Data,82,53,86.3,3.7,94.3,,,,,,,,,,18.8,10.3,,137,,0
609973,Emiliano Zapata Elementary Academy,ES,Not on Probation,Level 2,52,46,96.6,2.8,96.8,20.2,52.9,,,,,,,,,,,988,,0
609921,Telpochcalli Elementary School,ES,Probation,Level 3,48,55,95.4,2.7,94.7,,,,,,,,,,,,,285,,1
609786,Avalon Park Elementary School,ES,Not on Probation,Level 2,24,46,92.1,52.1,96.4,,,,,,,,,,,,,398,,0
610107,James Otis Elementary School,ES,Probation,Level 1,92,54,95.5,3.2,96.5,,,,,,,,,,,,,491,,1
610091,Ronald Brown Elementary Community Academy,ES,Not on Probation,Level 2,26,52,93.8,35.6,96.3,,,,,,,,,,,,,283,,0
610273,Ignance Paderewski Elementary Learning Academy,ES,Probation,Level 3,,46,92.1,20.9,95.2,93.8,,,,,,,,,,,,130,,1
610102,Richard J Oglesby Elementary School,ES,Probation,Level 3,40,46,94.4,25.4,96.9,,,,,,,,,,,,,402,,1
610380,Daniel Hale Williams Prep School of Medicine,HS,Not on Probation,Level 2,,,91.3,5.4,96.7,64.1,25,15,15.1,15.8,15.4,17.5,0.4,1.7,32.7,,,324,90.1,0
610152,Martha Ruggles Elementary School,ES,Probation,Level 2,,48,93.9,30.9,96.7,,,,,,,,,,,,,417,,1
609949,William P Gray Elementary School,ES,Not on Probation,Level 1,,47,95.6,5.9,95.9,46.1,34.9,,,,,,,,,,,1345,,0
610364,William E B Dubois Elementary School,ES,Probation,Level 3,,50,93.3,48.5,94.4,,,,,,,,,,,,,184,,1
609705,Christian Fenger Academy High School,HS,Probation,Level 3,28,,74.4,49.8,95.4,,,12,12.1,12.9,13.3,14,1.3,1.1,11.3,34.8,36.7,688,68.2,1
610160,Songhai Elementary Learning Institute,ES,Probation,Level 3,,46,89.5,84.7,95.4,,,,,,,,,,,,,352,,1
610383,Greater Lawle High School For Social Justice,HS,Probation,Level 3,72,53,87.5,16.4,95.1,,,13.6,14,14.5,14.4,15.7,0.8,1.2,14.9,67,57.4,371,87.4,1
609740,Wells Community Academy High School,HS,Probation,Level 2,49,,74.1,16.9,96.2,,,12.8,12.4,14.2,13.6,14.9,0.8,0.7,7.2,59.3,43.8,633,61.3,1
610396,Tarkington School of Excellence Elementary School,ES,Not on Probation,Level 2,,49,95.9,10.5,96.6,26.1,53.3,,,,,,,,,,,1070,,0
610040,Henry D Lloyd Elementary School,ES,Probation,Level 3,,48,96.2,0,97.2,,,,,,,,,,,,,1334,,1
609704,David G Farragut Career Academy High School,HS,Probation,Level 2,,,86.1,18.6,95.2,,,12.6,12.9,14.4,13.9,16,1.3,1.6,13.4,43.2,31.3,1456,68.6,1
610127,Mary Gage Peterson Elementary School,ES,Not on Probation,Level 1,,51,95.5,10.3,96.7,33.3,83.3,,,,,,,,,,,860,,0
610095,Walter L Newberry Math & Science Academy Elementary School,ES,Not on Probation,Level 1,74,54,95.1,2.1,96.3,,,,,,,,,,,,,558,,0
610000,Julia Ward Howe Elementary School of Excellence,ES,Probation,Level 1,46,57,96,7.7,97.1,,,,,,,,,,,,,576,,1
400018,Austin Business and Entrepreneurship Academy High School,HS,Probation,Level 3,,,76,12.4,0,,,12,12,14.3,12.9,14.4,0.9,0.1,12.2,65.6,51.3,316,,1
609865,Jordan Elementary Community School,ES,Not on Probation,Level 2,31,52,95.6,16.4,95.1,37.7,23.1,,,,,,,,,,,753,,0
609869,Anna R. Langford Community Academy,ES,Probation,Level 2,31,53,91.8,29,95.4,,,,,,,,,,,,,339,,1
610093,Jane A Neil Elementary School,ES,Probation,Level 3,41,52,88.9,5,94.6,,,,,,,,,,,,,306,,1
610258,Florence B Price Elementary School,ES,Probation,Level 3,,46,90,156.6,95.2,,,,,,,,,,,,,112,,1
610197,Mancel Talcott Elementary School,ES,Not on Probation,Level 1,58,51,95.8,3.2,96.9,37.3,57.9,,,,,,,,,,,580,,0
609806,Myra Bradwell Communications Arts & Sciences Elementary School,ES,Probation,Level 3,35,49,92.1,75.9,96.4,,,11.5,,,,,,,,,,775,,1
610196,George B Swift Elementary Specialty School,ES,Not on Probation,Level 2,53,49,96.3,6,95.8,,,,,,,,,,,,,709,,0
610317,Brighton Park Elementary School,ES,Not on Probation,Level 1,,,96.3,2.6,95.9,,,,,,,,,,,,,691,,0
610188,Dunne Technology Academy,ES,Not on Probation,Level 1,53,49,94.6,22.8,96.4,,,,,,,,,,,,,310,,0
609792,Newton Bateman Elementary School,ES,Not on Probation,Level 2,36,52,96.2,0.2,96.7,27.4,67.7,,,,,,,,,,,1015,,0
610144,Frank W Reilly Elementary School,ES,Probation,Level 2,,48,97,8.7,96.7,22.5,69,,,,,,,,,,,1195,,1
610235,Ella Flagg Young Elementary School,ES,Not on Probation,Level 2,,44,94.3,3,95.4,,,,,,,,,,,,,1111,,0
610329,Orozco Fine Arts & Sciences Elementary School,ES,Not on Probation,Level 1,,50,97.6,1.4,96.4,,,,,,,,,,,,,636,,0
610320,Ana Roque de Duprey Elementary School,ES,Probation,Level 2,,53,95.4,77.5,95.6,,,,,,,,,,,,,114,,1
610524,Alcott High School for the Humanities,HS,Not on Probation,Not Enough Data,,57,92.7,7.1,96.9,,,14.7,13.7,,16,,1.3,,,,,232,87.6,0
609875,Charles R Darwin Elementary School,ES,Not on Probation,Level 2,40,49,95.6,33.8,96.2,21,50,,,,,,,,,,,622,,0
609710,John M Harlan Community Academy High School,HS,Probation,Level 3,,,81.2,21.6,94.4,100,40,13.2,12.9,14.1,13.7,14.7,0.5,0.6,5.9,47.9,55.7,1245,64.4,1
609901,Edgebrook Elementary School,ES,Not on Probation,Level 1,99,56,96.9,3.4,96.6,83.3,64,,,,,,,,,,,468,,0
609827,Burnside Elementary Scholastic Academy,ES,Probation,Level 2,,48,94.9,8.9,94.9,20.9,,,,,,,,,,,,766,,1
609832,Michael M Byrne Elementary School,ES,Probation,Level 3,61,49,94.6,51.8,95.8,19.3,56.3,,,,,,,,,,,705,,1
609983,James Hedges Elementary School,ES,Not on Probation,Level 2,,41,95.4,48.8,96.5,16.5,61.5,,,,,,,,,,,845,,0
610145,Peter A Reinberg Elementary School,ES,Not on Probation,Level 1,51,47,95.8,8.2,95.7,25,80.8,,,,,,,,,,,832,,0
609895,Turner-Drew Elementary Language Academy,ES,Not on Probation,Level 1,56,,95.8,24,95.2,,,,,,,,,,,,,373,,0
609726,Gwendolyn Brooks College Preparatory Academy High School,HS,Not on Probation,Level 1,,47,87.1,0.1,95.2,,,18,18.2,18.7,18.7,21.5,0.7,2.8,51.1,88.1,87.9,783,90.3,0
610283,Simon Guggenheim Elementary School,ES,Probation,Level 3,,48,90.9,29.5,93.1,,,,,,,,,,,,,291,,1
609893,John C Dore Elementary School,ES,Not on Probation,Level 1,67,58,95.6,10.8,96.7,,,,,,,,,,,,,590,,0
610108,Luke O'Toole Elementary School,ES,Probation,Level 3,,45,89.2,26.7,94.6,,,,,,,,,,,,,511,,1
610167,William H Seward Communication Arts Academy Elementary School,ES,Not on Probation,Level 2,43,49,95.7,14.4,95.7,43.3,46.4,,,,,,,,,,,896,,0
610101,William B Ogden Elementary School,ES,Not on Probation,Level 2,,,95.1,4.5,97,,,,,,,,,,,,,722,,0
610340,Chicago Academy High School,HS,Not on Probation,Level 2,35,,93.1,6.3,96.1,,,14.6,14.4,16.3,16.1,18.4,1.5,2.1,23.9,70.1,64.2,502,80.6,0
609985,Helen M Hefferan Elementary School,ES,Not on Probation,Level 2,39,51,93.8,13.4,95.9,,,,,,,,,,,,,259,,0
610126,John J Pershing Elementary Humanities Magnet,ES,Not on Probation,Level 1,90,,95.5,19.2,96.7,,,,,,,,,,,,,258,,0
609874,Everett McKinley Dirksen Elementary School,ES,Not on Probation,Level 1,,,95.9,2.7,96.2,6.2,,,,,,,,,,,,786,,0
609937,John W Garvy Elementary School,ES,Not on Probation,Level 1,70,56,95.3,10.2,96.5,44.6,45.5,,,,,,,,,,,720,,0
609903,Richard Edwards Elementary School,ES,Not on Probation,Level 2,48,49,95.3,10.3,96.8,,,,,,,,,,,,,1503,,0
610019,Joshua D Kershaw Elementary School,ES,Not on Probation,Level 2,63,58,94.8,8.2,96,,,,,,,,,,,,,262,,0
609744,Northside Learning Center High School,HS,Not Applicable,Not Enough Data,99,62,89.8,5.3,95.6,,,,,,,,,,66.7,0,,298,,0
610268,Arthur R Ashe Elementary School,ES,Probation,Level 3,,39,87.9,41.6,93.4,,,,,,,,,,,,,459,,1
609939,Frank L Gillespie Elementary School,ES,Probation,Level 2,,,91.9,2.1,96.3,,,,,,,,,,,,,609,,1
609932,Jesse Owens Elementary Community Academy,ES,Not on Probation,Level 2,,51,91.3,4.9,93.5,,,,,,,,,,,,,340,,0
610203,Enrico Tonti Elementary School,ES,Not on Probation,Level 2,44,49,95.8,2.1,97.2,,,,,,,,,,,,,1021,,0
609951,Ariel Elementary Community Academy,ES,Not on Probation,Level 2,,51,95.5,5.4,96,35,28.6,,,,,,,,,,,550,,0
610175,Beulah Shoesmith Elementary School,ES,Probation,Level 2,54,49,94.7,0.3,94.8,,,,,,,,,,,,,325,,1
609810,Norman A Bridge Elementary School,ES,Not on Probation,Level 2,,51,95.6,6.6,96.6,,,,,,,,,,,,,1004,,0
610048,George Manierre Elementary School,ES,Probation,Level 3,,42,91,44,94.8,,,,,,,,,,,,,396,,1
610293,Genevieve Melody Elementary School,ES,Probation,Level 3,,,92.1,26,96,,,,,,,,,,,,,315,,1
610131,Ambrose Plamondon Elementary School,ES,Not on Probation,Level 2,,45,96.9,0.6,96.6,,,,,,,,,,,,,171,,0
610059,Oscar F Mayer Elementary School,ES,Not on Probation,Level 2,,,95,11.4,95.2,,,,,,,,,,,,,605,,0
609959,John Charles Haines Elementary School,ES,Not on Probation,Level 1,47,43,98.4,0.3,96.2,25.9,93.1,,,,,,,,,,,664,,0
610240,Matthew A Henson Elementary School,ES,Probation,Level 3,,55,90.9,13.2,95.7,,,,,,,,,,,,,271,,1
609977,Woodlawn Community Elementary School,ES,Not on Probation,Level 2,,59,93.9,12.4,94.3,,,,,,,,,,,,,238,,0
610313,Jose De Diego Elementary Community Academy,ES,Probation,Level 3,53,53,95,29,96.8,49.2,23,,,,,,,,,,,869,,1
610124,Harold Washington Elementary School,ES,Not on Probation,Level 2,,47,96.1,3.1,96.2,,,,,,,,,,,,,549,,0
610033,LaSalle Elementary Language Academy,ES,Not on Probation,Level 1,79,53,96.8,7,97.6,,,,,,,,,,,,,576,,0
609859,DeWitt Clinton Elementary School,ES,Not on Probation,Level 1,41,,95.3,14.8,95.4,23.6,46.7,,,,,,,,,,,1139,,0
610256,Jackie Robinson Elementary School,ES,Probation,Level 3,,45,90.5,47.9,93.8,,,,,,,,,,,,,140,,1
609912,James B Farnsworth Elementary School,ES,Not on Probation,Level 2,62,55,94.2,1.7,95.6,,,,,,,,,,,,,574,,0
610513,Air Force Academy High School,HS,Not on Probation,Not Enough Data,60,53,93.3,15.6,96.9,,,14.6,14.8,,16,,1.4,,,,,302,91.8,0
610111,John Palmer Elementary School,ES,Not on Probation,Level 2,,65,96.3,12.8,94.8,26.5,74.2,,,,,,,,,,,919,,0
609909,Edward Everett Elementary School,ES,Not on Probation,Level 2,66,,95.3,2.4,97.7,,,,,,,,,,,,,321,,0
610195,Elizabeth H Sutherland Elementary School,ES,Not on Probation,Level 2,,50,95.6,6.8,96.2,,,,,,,,,,,,,762,,0
609774,Louisa May Alcott Elementary School,ES,Not on Probation,Level 1,66,60,96.6,3.7,97.1,50,73.9,,,,,,,,,,,481,,0
610295,Thomas J Higgins Elementary Community Academy,ES,Not on Probation,Level 1,,49,95.2,0.5,95.2,,,,,,,,,,,,,369,,0
610089,John B Murphy Elementary School,ES,Not on Probation,Level 1,,58,95.6,1.9,96.3,,,,,,,,,,,,,638,,0
610502,Marine Military Math and Science Academy ,HS,Not on Probation,Level 2,49,54,91.3,4.5,95.3,,,14,15,15.9,15.3,17.7,1.3,1.8,37.7,,,366,86.3,0
610194,Charles Sumner  Math & Science Community Acad Elementary School,ES,Probation,Level 3,27,48,93.9,12.3,96.9,48.9,23.8,,,,,,,,,,,430,,1
610219,George Washington Elementary School,ES,Not on Probation,Level 1,61,52,95.5,5.6,95.9,36.8,25,,,,,,,,,,,813,,0
610090,Phillip Murray Elementary Language Academy,ES,Not on Probation,Level 2,,56,95.6,3.5,95.9,,,,,,,,,,,,,533,,0
610155,Sauganash Elementary School,ES,Not on Probation,Level 1,,,96.3,1.5,95.4,35.7,78.9,,,,,,,,,,,549,,0
610323,New Millennium High School of Health at Bowen,HS,Probation,Level 3,23,,75.6,61.8,94.7,,,12.1,12.3,13.9,13.2,14.7,1.1,0.8,16.7,67.2,52.4,701,62.1,1
610230,Wildwood Elementary School,ES,Not on Probation,Level 1,90,55,96.2,1,95.7,22.8,84.6,,,,,,,,,,,414,,0
609781,Crispus Attucks Elementary School,ES,Probation,Level 3,76,,95.2,12.5,93.5,,,,,,,,,,,,,274,,1
609964,John H Hamline Elementary School,ES,Not on Probation,Level 2,24,44,94.4,7.5,95.7,,,,,,,,,,,,,679,,0
610300,Oliver S Westcott Elementary School,ES,Probation,Level 2,41,46,92.6,31.5,94.8,,,,,,,,,,,,,413,,1
609876,Nathan S Davis Elementary School,ES,Not on Probation,Level 1,,48,95.1,2.4,95.9,,,,,,,,,,,,,1032,,0
609733,Roger C Sullivan High School,HS,Probation,Level 3,44,44,81.6,14.7,95.8,,,12.6,13.2,13.8,13.5,15.4,0.9,1.6,14.8,39.3,52.1,826,68.6,1
609907,Leif Ericson Elementary Scholastic Academy,ES,Probation,Level 2,,45,94.7,20.8,95.1,51.1,4.2,,,,,,,,,,,518,,1
610003,Paul Cuffe Math-Science Technology Academy Elementary School,ES,Probation,Level 3,60,48,93.6,46.9,95.4,28.8,21.1,,,,,,,,,,,512,,1
610100,West Park Elementary Academy,ES,Probation,Level 3,,46,93.7,16.3,96.7,,,,,,,,,,,,,686,,1
609956,Robert L Grimes Elementary School,ES,Not on Probation,Level 1,64,53,95.2,5,95.6,,,,,,,,,,,,,486,,0
610315,Edward White Elementary Career Academy,ES,Probation,Level 2,,51,93.8,31,96.7,,,,,,,,,,,,,138,,1
610265,Benjamin Banneker Elementary School,ES,Probation,Level 3,,,91.3,26.9,93.9,,,,,,,,,,,,,302,,1
610028,Alfred David Kohn Elementary School,ES,Probation,Level 3,26,47,90.1,31.2,94.2,,,,,,,,,,,,,428,,1
610067,Francis M McKay Elementary School,ES,Probation,Level 3,48,48,93.5,9.1,95.1,,,,,,,,,,,,,891,,1
609920,Gerald Delgado Kanoon Elementary Magnet School,ES,Probation,Level 3,37,47,95.9,3.3,95.6,21.6,45.5,,,,,,,,,,,713,,1
609879,Charles Gates Dawes Elementary School,ES,Not on Probation,Level 2,38,50,95.7,35.6,95.6,,,,,,,,,,,,,1032,,0
610238,Carrie Jacobs Bond Elementary School,ES,Probation,Level 2,49,53,91.7,18.8,94.3,,,,,,,,,,,,,343,,1
610010,Friedrich Ludwig Jahn Elementary School,ES,Not on Probation,Level 2,,50,94.7,19.9,94.7,,,,,,,,,,,,,495,,0
609718,John F Kennedy High School,HS,Probation,Level 3,30,,83,22,94.7,,,14.8,14.1,15.1,15.6,16.4,0.8,1.3,24.4,53.3,52.9,1589,59.7,1
610138,Pulaski International Academy Elmentary School,ES,Not on Probation,Level 1,45,47,96.1,1.7,96.2,37.3,53.3,,,,,,,,,,,864,,0
609794,Thomas A Edison Regional Gifted Center Elementary School,ES,Not on Probation,Level 1,,55,96.6,1.9,96.3,31.8,78.6,,,,,,,,,,,269,,0
610046,Mary Lyon Elementary School,ES,Not on Probation,Level 2,,45,95.9,3.7,97,24.3,100,,,,,,,,,,,1423,,0
610347,Claremont Academy Elementary School,ES,Probation,Level 2,33,46,92.5,64.2,96.2,,,,,,,,,,,,,531,,1
610533,Dr Jorge Prieto Math and Science,ES,Not on Probation,Not Enough Data,,52,94.7,7,96.9,17.5,52.9,,,,,,,,,,,1001,,0
610213,James Wadsworth Elementary School,ES,Probation,Level 3,,47,92.2,8,95.5,,,,,,,,,,,,,277,,1
610058,Horatio May Elementary Community Academy,ES,Probation,Level 3,,,91.9,40,96.4,,,,,,,,,,,,,458,,1
609716,Kelvyn Park High School,HS,Probation,Level 3,28,,74.4,12.9,94.5,,,12.8,12.2,13.8,13.8,14.9,1,1.1,16.7,54.1,35,1252,56.9,1
610183,Spencer Technology Academy,ES,Not on Probation,Level 2,50,50,92.5,24.1,96,,,,,,,,,,,,,811,,0
609834,Little Village Elementary School,ES,Not on Probation,Level 1,43,47,96.7,3.2,96.7,30.9,66.7,,,,,,,,,,,842,,0
609815,Edward A Bouchet Math & Science Academy Elementary School,ES,Probation,Level 3,57,50,92.9,28,95.9,,,,,,,,,,,,,783,,1
610027,Rudyard Kipling Elementary School,ES,Not on Probation,Level 2,,53,94.7,23.4,96,16,,,,,,,,,,,,445,,0
610128,Marcus Moziah Garvey Elementary School,ES,Not on Probation,Level 2,,49,94,20.5,96,30.8,69.2,,,,,,,,,,,356,,0
609753,Chicago High School for Agricultural Sciences,HS,Not on Probation,Level 1,77,52,92.8,5.2,95.2,,,16.1,16.5,16.9,17.4,20.4,1.3,3.5,30.7,70.7,79.6,579,88.1,0
610041,Josephine C Locke Elementary School,ES,Not on Probation,Level 1,47,47,95.5,2.2,95.1,23.9,45.5,,,,,,,,,,,1317,,0
609812,William H Brown Elementary School,ES,Probation,Level 2,73,46,92.8,59,94.7,,,,,,,,,,,,,217,,1
610122,Helen Peirce International Studies Elementary School,ES,Not on Probation,Level 2,,47,96.7,5.8,95.8,100,5.7,,,,,,,,,,,977,,0
609724,Stephen T Mather High School,HS,Not on Probation,Level 2,44,,87.6,7.6,96.5,,,14.5,14.4,15,15.4,15.9,0.9,0.9,24.6,56.2,57.4,1657,59,0
610297,High School of Leadership at South Shore,HS,Probation,Level 3,30,42,72,43.4,95.2,,,11.7,11.7,13.1,13.1,14.4,1.4,1.3,12.2,36.6,68.8,731,48.8,1
610506,TEAM Englewood Community Academy High School,HS,Probation,Level 2,48,58,87.3,8.2,96.5,,,12,12.4,14.3,13.3,15.3,1.3,1,7.9,,,440,77.4,1
610350,Robert A Black Magnet Elementary School,ES,Not on Probation,Level 1,,55,96,0.4,93.7,20.4,36.4,,,,,,,,,,,474,,0
610154,Martin A Ryerson Elementary School,ES,Not on Probation,Level 1,32,45,95.5,95.1,96.8,,,,,,,,,,,,,445,,0
610384,Infinity Math Science and Technology High School,HS,Not on Probation,Level 2,,51,92.2,7.5,96,,,14.1,15,14.8,15.1,17.2,1,2.4,29,84.4,55.7,388,98.1,0
609870,Daniel J Corkery Elementary School,ES,Not on Probation,Level 2,,,94.7,18.1,97.2,,,,,,,,,,,,,631,,0
